frame_id,timestamp,image_path,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,gripper_tooldo1,gripper_tooldo2,robot_mode
0,1769415506.1058023,frame_000000.jpg,-76.40009307861328,4.8932671546936035,-13.103827476501465,2.5261688232421875,83.28460693359375,108.05740356445312,-66.83502960205078,-104.04883575439453,605.537841796875,108.30042266845703,71.74311065673828,24.288002014160156,0,0,7
1,1769415507.2221832,frame_000001.jpg,-84.41071319580078,4.39744758605957,-13.130824089050293,4.6245574951171875,91.72828674316406,104.23416137695312,-70.4191665649414,-93.63270568847656,607.5514526367188,106.14810943603516,75.07776641845703,22.952606201171875,0,0,7
2,1769415507.4382815,frame_000002.jpg,-84.41045379638672,4.397407054901123,-13.130858421325684,4.39178466796875,91.66374206542969,104.22592163085938,-70.45853424072266,-94.02998352050781,607.2394409179688,107.02206420898438,75.01919555664062,23.73347282409668,0,0,7
3,1769415508.4092796,frame_000003.jpg,-84.41030883789062,4.395965576171875,-13.132877349853516,1.454315185546875,91.02859497070312,104.227294921875,-70.75457000732422,-98.91040802001953,603.1640014648438,117.25892639160156,73.93524169921875,32.9671630859375,0,0,5
4,1769415508.6226456,frame_000004.jpg,-84.41029357910156,4.288848876953125,-13.413592338562012,1.593017578125,90.99838256835938,104.22660827636719,-70.61378479003906,-100.72476196289062,602.666259765625,118.06063079833984,73.82330322265625,33.707496643066406,0,0,7
5,1769415510.2545953,frame_000005.jpg,-84.37895202636719,-0.7408633232116699,-26.41367530822754,5.9490966796875,90.65437316894531,104.22454833984375,-62.80287551879883,-183.82481384277344,565.5726318359375,147.200439453125,64.51400756835938,60.79929733276367,0,0,5
6,1769415510.4609542,frame_000006.jpg,-84.32997131347656,-0.7774595022201538,-26.673240661621094,6.214141845703125,90.69625854492188,104.22317504882812,-62.50698471069336,-184.76158142089844,565.1368408203125,147.21517944335938,64.48054504394531,60.901123046875,0,0,7
7,1769415512.2373343,frame_000007.jpg,-79.247314453125,-1.8070062398910522,-42.41836166381836,12.693328857421875,91.77291870117188,104.22111511230469,-34.92593765258789,-240.32305908203125,518.5200805664062,156.70416259765625,55.310935974121094,75.19316864013672,0,0,5
8,1769415512.454959,frame_000008.jpg,-79.1436538696289,-1.8069994449615479,-42.74478530883789,12.885589599609375,91.74339294433594,104.22386169433594,-34.38148498535156,-241.1473388671875,517.619384765625,156.82643127441406,55.195457458496094,75.37071228027344,0,0,7
9,1769415514.3549454,frame_000009.jpg,-75.6561508178711,-1.8553637266159058,-60.272727966308594,20.898056030273438,90.85418701171875,104.22111511230469,-11.766481399536133,-277.96917724609375,459.0581359863281,163.57408142089844,46.60281753540039,83.39564514160156,0,0,5
10,1769415514.5785835,frame_000010.jpg,-75.65619659423828,-1.855350136756897,-60.53776168823242,21.249618530273438,90.89332580566406,104.22042846679688,-11.646849632263184,-278.2463073730469,458.5830383300781,163.49462890625,46.67460632324219,83.36774444580078,0,0,7
11,1769415515.7169862,frame_000011.jpg,-75.65543365478516,-5.012376308441162,-61.66697311401367,25.690841674804688,90.87478637695312,104.21974182128906,-7.8354668617248535,-293.2268371582031,447.4761657714844,163.43084716796875,46.8238525390625,83.30852508544922,0,0,5
12,1769415515.9315264,frame_000012.jpg,-75.65545654296875,-5.313235759735107,-61.667015075683594,25.754013061523438,90.867919921875,104.2218017578125,-7.485596656799316,-294.6291198730469,446.1214904785156,163.55911254882812,46.602935791015625,83.39533233642578,0,0,7
13,1769415517.8036647,frame_000013.jpg,-74.77024841308594,-22.630346298217773,-61.666770935058594,28.15521240234375,90.71823120117188,104.22042846679688,15.525498390197754,-363.19989013671875,354.1086730957031,169.96392822265625,32.514217376708984,88.29447174072266,0,0,5
14,1769415518.0264645,frame_000014.jpg,-74.52845764160156,-23.006492614746094,-61.66663360595703,28.32275390625,90.65299987792969,104.22523498535156,17.3123779296875,-364.3464050292969,352.1355285644531,170.09426879882812,32.32972717285156,88.56591033935547,0,0,7
15,1769415519.769763,frame_000015.jpg,-70.0771255493164,-38.32895278930664,-61.66694641113281,29.062271118164062,89.46853637695312,104.21905517578125,56.85776138305664,-397.3518371582031,252.99961853027344,175.65914916992188,18.590906143188477,94.90374755859375,0,0,5
16,1769415519.98563,frame_000016.jpg,-70.0772476196289,-38.654117584228516,-61.66687774658203,29.170761108398438,89.45686340332031,104.22042846679688,57.03269958496094,-397.8785095214844,250.9920654296875,175.72909545898438,18.38444709777832,94.92071533203125,0,0,7
17,1769415521.4856956,frame_000017.jpg,-70.0798568725586,-49.72554016113281,-61.66654586791992,31.87408447265625,88.83270263671875,104.21562194824219,60.26560974121094,-409.07403564453125,179.06785583496094,178.52830505371094,10.444029808044434,95.46292877197266,0,0,5
18,1769415521.699905,frame_000018.jpg,-70.08042907714844,-50.026912689208984,-61.66645050048828,32.059478759765625,88.83682250976562,104.21630859375,60.344757080078125,-409.2896423339844,177.29873657226562,178.55360412597656,10.330789566040039,95.46698760986328,0,0,7
19,1769415523.0026722,frame_000019.jpg,-70.10897064208984,-57.30419158935547,-61.66394805908203,35.14320373535156,86.91490173339844,104.21768188476562,58.47834014892578,-411.5718688964844,131.66969299316406,-178.5315704345703,6.742851734161377,95.5934066772461,0,0,5
20,1769415523.2241633,frame_000020.jpg,-70.1445083618164,-57.30419158935547,-61.65843963623047,35.2276611328125,86.60591125488281,104.21836853027344,57.90380859375,-411.8257141113281,131.87367248535156,-178.25425720214844,6.905910491943359,95.5566635131836,0,0,7
21,1769415524.2255454,frame_000021.jpg,-71.6029281616211,-58.508663177490234,-60.764217376708984,36.61399841308594,85.70365905761719,104.21768188476562,47.23497009277344,-416.1192321777344,129.8615264892578,-177.64682006835938,8.170040130615234,94.07173156738281,0,0,5
22,1769415524.4506593,frame_000022.jpg,-71.60269165039062,-58.72771072387695,-60.41322708129883,36.53228759765625,85.77507019042969,104.21836853027344,47.50980758666992,-416.6666259765625,129.65550231933594,-177.7288055419922,8.201213836669922,94.06877136230469,0,0,7
23,1769415525.6905384,frame_000023.jpg,-71.60603332519531,-63.30768966674805,-54.809852600097656,33.19450378417969,86.67869567871094,104.21905517578125,50.52839660644531,-422.3537292480469,114.52033996582031,-178.03004455566406,5.736720561981201,94.12633514404297,0,0,5
24,1769415525.9031749,frame_000024.jpg,-71.60618591308594,-63.307308197021484,-54.81037139892578,33.331146240234375,86.49124145507812,104.21974182128906,50.356380462646484,-422.5593566894531,114.78910064697266,-177.88204956054688,5.915056228637695,94.12371063232422,0,0,7
25,1769415526.9007053,frame_000025.jpg,-71.63436889648438,-63.30535125732422,-54.81239700317383,36.10038757324219,85.11039733886719,104.21836853027344,49.4294548034668,-425.7196960449219,120.15000915527344,-177.23147583007812,8.937189102172852,94.02229309082031,0,0,5
26,1769415527.1162357,frame_000026.jpg,-71.63494110107422,-63.30534362792969,-54.812442779541016,36.09077453613281,85.31913757324219,104.21905517578125,49.66268539428711,-425.6346740722656,120.11053466796875,-177.431884765625,8.876652717590332,94.01898193359375,0,0,7
27,1769415528.3620434,frame_000027.jpg,-73.17047119140625,-63.362586975097656,-54.828285217285156,32.770843505859375,88.62876892089844,104.2218017578125,41.08639907836914,-422.38079833984375,113.1578140258789,-179.7984619140625,4.776180267333984,92.56129455566406,0,0,5
28,1769415528.5854921,frame_000028.jpg,-73.1709976196289,-63.482261657714844,-54.8281135559082,32.880706787109375,88.9068603515625,104.21974182128906,41.40793228149414,-422.2921142578125,112.4856948852539,179.9345245361328,4.698519229888916,92.56295013427734,1,0,7
29,1769415529.500082,frame_000029.jpg,-72.466552734375,-64.12991333007812,-54.82548904418945,34.31648254394531,91.09176635742188,104.21974182128906,49.399253845214844,-421.8248291015625,110.45935821533203,177.62191772460938,4.928318500518799,93.26246643066406,1,0,5
30,1769415529.714623,frame_000030.jpg,-72.43242645263672,-64.12974548339844,-54.82556915283203,34.22721862792969,90.90156555175781,104.21699523925781,49.402549743652344,-421.77642822265625,110.28954315185547,177.82843017578125,4.888683319091797,93.29937744140625,1,0,7
31,1769415530.2837825,frame_000031.jpg,-72.40113067626953,-64.32386016845703,-54.82649612426758,34.05143737792969,90.58502197265625,104.21905517578125,49.15335464477539,-421.5073547363281,108.5408935546875,178.22659301757812,4.606934070587158,93.33351135253906,1,0,5
32,1769415530.49695,frame_000032.jpg,-72.4013900756836,-64.58750915527344,-54.826568603515625,34.072723388671875,90.56236267089844,104.21836853027344,49.05190658569336,-421.28466796875,106.66319274902344,178.30850219726562,4.3775506019592285,93.33846282958984,1,0,7
33,1769415531.5043187,frame_000033.jpg,-72.41776275634766,-66.64451599121094,-54.81361770629883,37.33497619628906,90.516357421875,104.21905517578125,49.236000061035156,-422.4442138671875,97.83562469482422,178.05152893066406,5.569416046142578,93.29490661621094,1,0,5
34,1769415531.7163405,frame_000034.jpg,-72.41783905029297,-66.64437866210938,-54.81369400024414,37.29789733886719,90.53489685058594,104.21699523925781,49.2453727722168,-422.4011535644531,97.76689147949219,178.04295349121094,5.529062747955322,93.29794311523438,1,0,7
35,1769415531.9329417,frame_000035.jpg,-72.41804504394531,-66.644287109375,-54.8137092590332,37.256011962890625,90.55068969726562,104.22111511230469,49.249088287353516,-422.35455322265625,97.68904876708984,178.03762817382812,5.484527111053467,93.29472351074219,1,0,7
36,1769415532.1322944,frame_000036.jpg,-72.41863250732422,-66.64432525634766,-54.8140754699707,37.23747253417969,90.56991577148438,104.2218017578125,49.26095199584961,-422.3288879394531,97.6526870727539,178.0236358642578,5.461428165435791,93.29405975341797,1,0,7
37,1769415532.502598,frame_000037.jpg,-72.41866302490234,-66.64431762695312,-54.814083099365234,37.19696044921875,90.57197570800781,104.22042846679688,49.2504768371582,-422.2883605957031,97.57674407958984,178.0318145751953,5.42171049118042,93.29637145996094,1,0,7
38,1769415532.7159653,frame_000038.jpg,-72.41851043701172,-66.53707885742188,-54.8138313293457,36.90101623535156,90.56304931640625,104.21974182128906,49.18726348876953,-422.1209411621094,97.80438995361328,178.08721923828125,5.241296291351318,93.30148315429688,1,0,7
39,1769415533.6606312,frame_000039.jpg,-72.41850280761719,-63.68815994262695,-54.812313079833984,34.68589782714844,90.16548156738281,104.2218017578125,48.92953872680664,-422.9039306640625,114.41619110107422,178.3145294189453,5.9545087814331055,93.28096771240234,1,0,7
40,1769415533.8849866,frame_000040.jpg,-72.41863250732422,-63.3109130859375,-54.812435150146484,34.53620910644531,90.13252258300781,104.21768188476562,48.94316482543945,-423.0823974609375,116.88567352294922,178.29039001464844,6.183111190795898,93.27877044677734,1,0,7
41,1769415535.2981422,frame_000041.jpg,-72.42784118652344,-55.2343635559082,-54.81205368041992,31.5692138671875,89.23164367675781,104.205322265625,47.92729949951172,-423.7167053222656,170.20916748046875,177.87921142578125,11.354227066040039,93.07845306396484,1,0,5
42,1769415535.5106275,frame_000042.jpg,-72.42784118652344,-54.955299377441406,-54.812225341796875,31.40167236328125,89.20623779296875,104.22042846679688,47.846981048583984,-423.5651550292969,171.91619873046875,177.87228393554688,11.467703819274902,93.05718994140625,1,0,7
43,1769415537.002545,frame_000043.jpg,-72.42762756347656,-43.72895812988281,-54.811744689941406,27.585983276367188,88.81072998046875,104.21836853027344,44.001155853271484,-413.00482177734375,245.2892303466797,176.29898071289062,18.731760025024414,92.54386138916016,1,0,7
44,1769415537.2195866,frame_000044.jpg,-72.4275894165039,-43.42567825317383,-54.811866760253906,27.3779296875,88.82377624511719,104.21562194824219,43.851348876953125,-412.47857666015625,247.01220703125,176.26129150390625,18.82059097290039,92.53861999511719,1,0,7
45,1769415538.067688,frame_000045.jpg,-72.43052673339844,-40.48497772216797,-54.81178283691406,26.1090087890625,88.75717163085938,104.21974182128906,42.13901901245117,-407.4072265625,265.1147766113281,175.8611602783203,20.45066261291504,92.37458038330078,1,0,5
46,1769415538.2817745,frame_000046.jpg,-72.4399185180664,-40.48502731323242,-54.811805725097656,26.279296875,88.73794555664062,104.22111511230469,42.07590103149414,-407.5028991699219,265.4689025878906,175.83148193359375,20.619535446166992,92.34664154052734,1,0,7
47,1769415538.9491262,frame_000047.jpg,-73.05936431884766,-40.48419952392578,-54.81165313720703,26.67205810546875,88.72489929199219,104.22042846679688,37.708797454833984,-408.1227722167969,266.2934265136719,175.73362731933594,21.002689361572266,91.6883544921875,1,0,5
48,1769415539.155767,frame_000048.jpg,-73.31764221191406,-40.48409652709961,-54.811607360839844,26.60614013671875,88.76197814941406,104.21768188476562,35.90261459350586,-408.2450866699219,266.1561279296875,175.71751403808594,20.930356979370117,91.44036865234375,1,0,7
49,1769415540.4173207,frame_000049.jpg,-79.5341796875,-40.48485565185547,-54.812530517578125,24.5159912109375,88.20442199707031,104.21630859375,-9.381743431091309,-408.7665100097656,261.8291320800781,176.8368377685547,19.047908782958984,85.4146728515625,1,0,5
50,1769415540.625592,frame_000050.jpg,-79.79293060302734,-40.48538589477539,-54.812530517578125,24.4281005859375,88.24836730957031,104.21768188476562,-11.183820724487305,-408.6629638671875,261.64251708984375,176.81825256347656,18.95166778564453,85.16300201416016,1,0,7
51,1769415541.9960885,frame_000051.jpg,-87.06925201416016,-44.608673095703125,-54.82697677612305,22.95318603515625,86.18980407714844,104.21699523925781,-65.10014343261719,-408.837158203125,229.7051239013672,-179.69137573242188,14.031306266784668,78.30001068115234,1,0,5
52,1769415542.215979,frame_000052.jpg,-87.08779907226562,-44.90890121459961,-54.826904296875,23.228530883789062,86.05316162109375,104.21768188476562,-65.3700942993164,-409.3658142089844,228.14268493652344,-179.55258178710938,14.04086685180664,78.28254699707031,1,0,7
53,1769415543.7861934,frame_000053.jpg,-87.68441009521484,-56.88520050048828,-54.8243408203125,32.783203125,80.87242126464844,104.21768188476562,-75.31024932861328,-422.6408386230469,161.32675170898438,-173.88912963867188,12.968986511230469,77.90646362304688,1,0,5
54,1769415544.012243,frame_000054.jpg,-87.68334197998047,-56.92566680908203,-54.82445526123047,32.60467529296875,80.90538024902344,104.21768188476562,-75.26908111572266,-422.4887390136719,160.67434692382812,-173.86537170410156,12.748716354370117,77.9190902709961,1,0,7
55,1769415545.0512161,frame_000055.jpg,-87.78462219238281,-58.754032135009766,-54.82491683959961,34.77378845214844,80.84701538085938,104.90776062011719,-76.02668762207031,-423.882080078125,151.53402709960938,-174.0553741455078,13.164982795715332,77.09526824951172,1,0,5
56,1769415545.2591045,frame_000056.jpg,-87.78443908691406,-58.753780364990234,-54.82487869262695,34.82460021972656,80.84014892578125,104.77523803710938,-76.03191375732422,-423.92474365234375,151.63706970214844,-174.0314483642578,13.202329635620117,77.2279052734375,1,0,7
57,1769415546.5479202,frame_000057.jpg,-87.7846908569336,-58.75790786743164,-54.825469970703125,33.29338073730469,83.2379150390625,97.92045593261719,-73.203857421875,-422.5675048828125,148.21954345703125,-174.647216796875,10.547194480895996,84.2142562866211,1,0,5
58,1769415546.7687063,frame_000058.jpg,-87.8068618774414,-58.835289001464844,-54.825462341308594,33.22883605957031,83.35670471191406,97.62451171875,-73.22734832763672,-422.4555358886719,147.51141357421875,-174.6911163330078,10.363114356994629,84.49378204345703,1,0,7
59,1769415548.0503201,frame_000059.jpg,-89.05284881591797,-60.1016731262207,-54.78842544555664,33.622283935546875,88.297119140625,93.1475830078125,-76.42182159423828,-420.6815185546875,138.73809814453125,-178.7827911376953,8.812407493591309,87.76333618164062,1,0,5
60,1769415548.2617464,frame_000060.jpg,-89.05266571044922,-60.15662384033203,-54.48651885986328,33.37028503417969,88.28819274902344,93.14071655273438,-76.42510223388672,-421.0563049316406,139.1977081298828,-178.7725372314453,8.807713508605957,87.77052307128906,1,0,7
61,1769415549.5645163,frame_000061.jpg,-89.0584487915039,-63.599029541015625,-46.947933197021484,27.5921630859375,88.15635681152344,92.74520874023438,-76.49376678466797,-429.18194580078125,136.53125,-178.49749755859375,7.125366687774658,88.17639923095703,1,0,5
62,1769415549.792877,frame_000062.jpg,-89.05907440185547,-63.919158935546875,-46.58760452270508,27.561264038085938,88.16596984863281,92.54058837890625,-76.47833251953125,-429.69635009765625,135.7064971923828,-178.48196411132812,7.128820896148682,88.38184356689453,1,0,7
63,1769415550.6065505,frame_000063.jpg,-89.17402648925781,-65.08938598632812,-45.278873443603516,27.1197509765625,88.32183837890625,91.64520263671875,-77.1297607421875,-431.03594970703125,132.00453186035156,-178.51719665527344,6.796872615814209,89.16983032226562,1,0,5
64,1769415551.28153,frame_000064.jpg,-89.44932556152344,-65.08871459960938,-45.28044509887695,26.893844604492188,89.16915893554688,91.63421630859375,-78.17459869384766,-430.4243469238281,131.5529327392578,-179.3563690185547,6.545717716217041,88.9059066772461,1,0,5
65,1769415551.4914198,frame_000065.jpg,-89.44921112060547,-65.08854675292969,-45.28044509887695,27.135543823242188,89.11697387695312,91.47422790527344,-78.23469543457031,-430.6669616699219,132.01222229003906,-179.29214477539062,6.787018775939941,89.06633758544922,1,0,7
66,1769415552.391091,frame_000066.jpg,-89.44900512695312,-65.08662414550781,-45.28495788574219,26.824493408203125,89.22340393066406,91.02584838867188,-78.10714721679688,-430.3468017578125,131.41635131835938,-179.33953857421875,6.465775966644287,89.5186767578125,1,0,5
67,1769415553.0011516,frame_000067.jpg,-89.44908905029297,-65.08708190917969,-45.28554153442383,26.055450439453125,88.93707275390625,90.94413757324219,-78.46258544921875,-429.5638427734375,129.96920776367188,-179.03115844726562,5.6995673179626465,89.60224914550781,1,0,5
68,1769415553.2160366,frame_000068.jpg,-89.448974609375,-65.0877914428711,-45.29352951049805,26.006698608398438,88.91853332519531,90.99151611328125,-78.48489379882812,-429.497314453125,129.83705139160156,-179.01634216308594,5.643242359161377,89.55485534667969,1,0,7
69,1769415553.6676507,frame_000069.jpg,-89.44815826416016,-65.09017181396484,-45.2951545715332,26.116561889648438,88.94119262695312,91.05125427246094,-78.45024871826172,-429.60693359375,130.017333984375,-179.04685974121094,5.749690055847168,89.49544525146484,1,0,7
70,1769415553.882729,frame_000070.jpg,-89.44808959960938,-65.09027862548828,-45.295108795166016,26.290969848632812,88.88969421386719,91.11717224121094,-78.51046752929688,-429.7867736816406,130.34521484375,-179.00543212890625,5.92609977722168,89.42893981933594,0,0,7
71,1769415554.4652085,frame_000071.jpg,-89.44812774658203,-65.09002685546875,-45.294830322265625,26.753768920898438,89.05586242675781,91.12678527832031,-78.30465698242188,-430.2567138671875,131.21591186523438,-179.18179321289062,6.386238098144531,89.41820526123047,0,0,5
72,1769415554.68485,frame_000072.jpg,-89.44808959960938,-65.08970642089844,-45.29458999633789,26.973495483398438,89.16641235351562,91.10687255859375,-78.16813659667969,-430.4774475097656,131.63229370117188,-179.29440307617188,6.604067325592041,89.4377670288086,0,0,7
73,1769415555.4633672,frame_000073.jpg,-89.44831848144531,-63.72581481933594,-45.29246520996094,27.349777221679688,89.40193176269531,91.01348876953125,-77.87421417236328,-431.5138854980469,142.5970916748047,-179.55043029785156,8.340764045715332,89.52741241455078,0,0,5
74,1769415555.6822543,frame_000074.jpg,-89.44841766357422,-63.398807525634766,-45.292572021484375,27.213134765625,89.41154479980469,91.0052490234375,-77.8633804321289,-431.5075378417969,144.79229736328125,-179.562255859375,8.530755996704102,89.53514099121094,0,0,7
75,1769415557.2462027,frame_000075.jpg,-89.44902038574219,-51.52449035644531,-45.292640686035156,24.340896606445312,90.27397155761719,90.79376220703125,-76.88593292236328,-424.83013916015625,227.93722534179688,179.47543334960938,17.518232345581055,89.71862030029297,0,0,5
76,1769415557.4627922,frame_000076.jpg,-89.44900512695312,-51.222434997558594,-45.29277038574219,24.202880859375,90.28495788574219,90.77659606933594,-76.8765640258789,-424.4080505371094,229.888671875,179.46742248535156,17.6821346282959,89.73590087890625,0,0,7
77,1769415559.9834828,frame_000077.jpg,-89.44871520996094,-23.843730926513672,-45.29286575317383,16.86126708984375,91.34033203125,90.06660461425781,-76.31934356689453,-349.061767578125,401.8936462402344,178.608154296875,37.72308349609375,90.46710205078125,0,0,5
78,1769415560.1985216,frame_000078.jpg,-89.44869232177734,-23.517391204833984,-45.29296112060547,16.725997924804688,91.34239196777344,90.06660461425781,-76.32954406738281,-347.7255859375,403.5843811035156,178.60574340820312,37.91405487060547,90.46691131591797,0,0,7
79,1769415562.8872302,frame_000079.jpg,-89.44744110107422,6.860438346862793,-45.292110443115234,11.78009033203125,90.53215026855469,91.22428894042969,-78.87345123291016,-185.0638427734375,537.2777709960938,177.03134155273438,63.311012268066406,87.8260498046875,0,0,5
80,1769415563.10838,frame_000080.jpg,-89.44746398925781,7.164207458496094,-45.29225158691406,11.613235473632812,90.48957824707031,91.33140563964844,-78.94252014160156,-183.2633056640625,537.9367065429688,176.84521484375,63.442840576171875,87.57363891601562,0,0,7
81,1769415564.409604,frame_000081.jpg,-89.44720458984375,14.987220764160156,-45.292198181152344,11.105804443359375,88.81828308105469,93.89945983886719,-81.4685287475586,-131.48715209960938,558.439208984375,170.08726501464844,70.50249481201172,78.7988052368164,0,0,7
82,1769415564.6257334,frame_000082.jpg,-89.44721984863281,14.983182907104492,-45.29219055175781,11.37359619140625,88.92951965332031,93.89945983886719,-81.33665466308594,-131.17599487304688,558.8903198242188,169.81704711914062,70.75320434570312,78.64899444580078,0,0,7
83,1769415566.1483881,frame_000083.jpg,-89.43279266357422,14.884679794311523,-45.29262161254883,22.547378540039062,96.32469177246094,93.88160705566406,-72.50484466552734,-115.39965057373047,576.452880859375,148.8715362548828,80.86302947998047,65.49821472167969,0,0,5
84,1769415566.3609495,frame_000084.jpg,-89.43287658691406,14.88497257232666,-45.292606353759766,22.666168212890625,96.12625122070312,93.88229370117188,-72.74592590332031,-115.23760986328125,576.6203002929688,148.70025634765625,80.98188018798828,65.13228607177734,0,0,7
85,1769415567.4828196,frame_000085.jpg,-89.43310546875,14.887773513793945,-45.292694091796875,24.462432861328125,91.63215637207031,93.87680053710938,-78.20870208740234,-112.75248718261719,579.1155395507812,145.85321044921875,82.81660461425781,57.851036071777344,0,0,5
86,1769415567.6954987,frame_000086.jpg,-89.43312072753906,14.643259048461914,-45.29689025878906,24.283905029296875,91.64932250976562,93.87611389160156,-78.16744232177734,-114.82295989990234,578.37255859375,147.60366821289062,82.45301818847656,59.60418701171875,0,0,7
87,1769415569.5236983,frame_000087.jpg,-89.4332504272461,-0.7887041568756104,-45.397705078125,16.945037841796875,91.01280212402344,93.87542724609375,-77.81208038330078,-228.8094024658203,519.13720703125,172.12112426757812,60.45756530761719,82.68934631347656,0,0,5
88,1769415569.746427,frame_000088.jpg,-89.43323516845703,-1.1387437582015991,-45.3975830078125,16.985549926757812,91.0162353515625,93.87062072753906,-77.786865234375,-230.92906188964844,517.8159790039062,172.2112579345703,60.15147399902344,82.77301025390625,0,0,7
89,1769415571.7601504,frame_000089.jpg,-89.45939636230469,-20.732051849365234,-45.402095794677734,6.8499755859375,91.89445495605469,94.14253234863281,-75.83309936523438,-336.2659912109375,398.56854248046875,175.65773010253906,30.490331649780273,85.73446655273438,0,0,5
90,1769415571.982167,frame_000090.jpg,-89.45945739746094,-21.08251953125,-45.401954650878906,6.976318359375,91.900634765625,94.14939880371094,-75.81238555908203,-337.70599365234375,396.78228759765625,175.66932678222656,30.266170501708984,85.73750305175781,0,0,7
91,1769415574.096367,frame_000091.jpg,-90.14765930175781,-42.11344528198242,-45.404136657714844,13.084030151367188,89.42596435546875,99.52789306640625,-83.03339385986328,-402.3258361816406,272.4903259277344,177.92491149902344,15.441324234008789,79.96463012695312,0,0,5
92,1769415574.31016,frame_000092.jpg,-90.2951431274414,-42.27783966064453,-45.40410614013672,13.236465454101562,89.53857421875,99.77371215820312,-83.93429565429688,-402.52447509765625,271.64215087890625,177.74847412109375,15.4014310836792,79.56363677978516,0,0,7
93,1769415575.6263864,frame_000093.jpg,-92.87106323242188,-45.4467887878418,-45.39421081542969,17.831497192382812,90.8843994140625,105.54496765136719,-100.74109649658203,-407.0270080566406,258.5034484863281,174.47283935546875,16.115116119384766,70.93302154541016,0,0,7
94,1769415575.8424013,frame_000094.jpg,-92.83487701416016,-45.773406982421875,-45.394187927246094,17.926254272460938,90.823974609375,105.44540405273438,-100.5863037109375,-407.67376708984375,256.347900390625,174.62611389160156,15.917935371398926,71.08921813964844,0,0,7
