frame_id,timestamp,image_path,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,gripper_tooldo1,gripper_tooldo2,robot_mode
0,1769413662.0845714,frame_000000.jpg,-90.49497985839844,-2.6387717723846436,-42.14940643310547,22.54669189453125,92.89970397949219,80.31967163085938,-79.71544647216797,-223.21533203125,534.7666015625,-160.110595703125,66.29637908935547,114.1972885131836,0,0,7
1,1769413665.153951,frame_000001.jpg,-88.74459075927734,3.87888765335083,-3.014183521270752,-0.254058837890625,90.02677917480469,94.61563110351562,-80.08200073242188,-54.98734664916992,615.4838256835938,82.45476531982422,85.34452056884766,-6.238436698913574,0,0,7
2,1769413665.3716753,frame_000002.jpg,-88.74462890625,3.871769666671753,-3.0183372497558594,-0.473785400390625,90.10231018066406,94.60739135742188,-79.98027038574219,-55.4495735168457,615.2091674804688,85.28368377685547,85.37770080566406,-3.3433585166931152,0,0,7
3,1769413666.366464,frame_000003.jpg,-88.7445068359375,2.7465343475341797,-3.0793330669403076,-3.7717437744140625,90.94345092773438,94.58541870117188,-78.63739013671875,-70.15431213378906,609.7472534179688,131.4917755126953,83.79861450195312,43.526336669921875,0,0,7
4,1769413666.5736055,frame_000004.jpg,-88.74449920654297,2.7330191135406494,-3.079380750656128,-3.6090087890625,91.05262756347656,94.581298828125,-78.50871276855469,-69.98197174072266,609.9482421875,130.4315643310547,83.89543914794922,42.5814323425293,0,0,7
5,1769413667.2432778,frame_000005.jpg,-88.74359130859375,1.7396129369735718,-3.5802037715911865,-3.043212890625,91.20849609375,94.58267211914062,-78.1215591430664,-78.96434783935547,608.748046875,136.27951049804688,83.2364501953125,48.54890823364258,0,0,5
6,1769413667.4579544,frame_000006.jpg,-88.74359130859375,1.4373666048049927,-3.757596254348755,-2.767181396484375,91.26823425292969,94.57511901855469,-77.99059295654297,-81.63179779052734,608.4500122070312,137.43960571289062,83.0870590209961,49.76093292236328,0,0,7
7,1769413669.3108194,frame_000007.jpg,-87.69193267822266,-15.369771003723145,-12.632061004638672,1.483154296875,97.11570739746094,94.57717895507812,-63.287872314453125,-234.7574462890625,548.2913818359375,164.06036376953125,62.56342697143555,82.41209411621094,0,0,5
8,1769413669.5252352,frame_000008.jpg,-87.41236114501953,-15.69538402557373,-12.741835594177246,1.6390228271484375,97.08480834960938,94.57443237304688,-62.07044219970703,-237.46240234375,546.9049682617188,164.19822692871094,62.2911491394043,82.78746795654297,0,0,7
9,1769413671.3094606,frame_000009.jpg,-75.5982437133789,-31.494077682495117,-17.588077545166016,1.1116790771484375,95.47187805175781,94.5758056640625,12.482636451721191,-348.8388366699219,447.38690185546875,170.4787139892578,41.431846618652344,98.32145690917969,0,0,5
