frame_id,timestamp,image_path_OBS_IMAGE_1,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,gripper_tooldo1,gripper_tooldo2,robot_mode
0,1778667651.5996504,OBS_IMAGE_1/frame_000000.jpg,109.43041229248047,39.67662048339844,45.00833511352539,1.4996337890625,-88.95835876464844,191.39968872070312,206.06227111816406,-335.9653625488281,262.8731689453125,176.46409606933594,-1.7726218700408936,8.120135307312012,0,0,5
1,1778667651.6573675,OBS_IMAGE_1/frame_000001.jpg,109.43038940429688,39.6766357421875,45.00835037231445,1.5003204345703125,-88.95904541015625,191.40037536621094,206.06112670898438,-335.96502685546875,262.8717346191406,176.46469116210938,-1.7718523740768433,8.119365692138672,0,0,5
2,1778667651.714307,OBS_IMAGE_1/frame_000002.jpg,109.43040466308594,39.6766471862793,45.00834274291992,1.501007080078125,-88.95561218261719,191.3983154296875,206.0648956298828,-335.9629211425781,262.8704833984375,176.46597290039062,-1.7749484777450562,8.121623039245605,0,0,5
3,1778667651.772197,OBS_IMAGE_1/frame_000003.jpg,109.43038177490234,39.6766357421875,45.00836944580078,1.5030670166015625,-88.95973205566406,191.39694213867188,206.05929565429688,-335.9624938964844,262.8665771484375,176.4671630859375,-1.7704262733459473,8.122661590576172,0,0,5
4,1778667651.8301687,OBS_IMAGE_1/frame_000004.jpg,109.43040466308594,39.67666244506836,45.00838088989258,1.5030670166015625,-88.95767211914062,191.39694213867188,206.06178283691406,-335.96160888671875,262.8663635253906,176.4676055908203,-1.7724337577819824,8.12280559539795,0,0,5
5,1778667651.8870325,OBS_IMAGE_1/frame_000005.jpg,109.43041229248047,39.67662048339844,45.00835418701172,1.50238037109375,-88.95561218261719,191.39419555664062,206.0644073486328,-335.96142578125,262.8680725097656,176.46717834472656,-1.774427890777588,8.125701904296875,0,0,5
6,1778667651.9454489,OBS_IMAGE_1/frame_000006.jpg,109.43035888671875,39.67670440673828,45.00835418701172,1.498260498046875,-88.95698547363281,191.39556884765625,206.06410217285156,-335.9665222167969,262.87506103515625,176.46299743652344,-1.7739605903625488,8.124322891235352,0,0,5
7,1778667652.0020149,OBS_IMAGE_1/frame_000007.jpg,109.43038940429688,39.676673889160156,45.00837707519531,1.498260498046875,-88.95767211914062,191.39968872070312,206.06346130371094,-335.9666442871094,262.8751525878906,176.46298217773438,-1.7735443115234375,8.120195388793945,0,0,5
8,1778667652.060582,OBS_IMAGE_1/frame_000008.jpg,109.43038940429688,39.67670440673828,45.00835037231445,1.4989471435546875,-88.95835876464844,191.39556884765625,206.0624542236328,-335.9662780761719,262.8738098144531,176.46339416503906,-1.7724837064743042,8.124246597290039,0,0,5
9,1778667652.1188533,OBS_IMAGE_1/frame_000009.jpg,109.43038940429688,39.67672348022461,45.00836181640625,1.5003204345703125,-88.95904541015625,191.3976287841797,206.06117248535156,-335.96514892578125,262.8710632324219,176.46470642089844,-1.771662950515747,8.122105598449707,0,0,5
10,1778667652.175604,OBS_IMAGE_1/frame_000010.jpg,109.43038177490234,39.67670822143555,45.00833511352539,1.4962005615234375,-88.95698547363281,191.3935089111328,206.0649871826172,-335.9685974121094,262.87890625,176.4608917236328,-1.7742400169372559,8.126463890075684,0,0,5
11,1778667652.2415926,OBS_IMAGE_1/frame_000011.jpg,109.43038177490234,39.67668151855469,45.00834274291992,1.4989471435546875,-88.96041870117188,191.39556884765625,206.06004333496094,-335.96710205078125,262.8739318847656,176.4629669189453,-1.7704734802246094,8.124115943908691,0,0,7
12,1778667652.2984796,OBS_IMAGE_1/frame_000012.jpg,109.43035125732422,39.67732620239258,45.00828552246094,1.5003204345703125,-88.95767211914062,191.39694213867188,206.0629119873047,-335.96575927734375,262.86737060546875,176.46546936035156,-1.7728602886199951,8.122823715209961,0,0,7
13,1778667652.3560517,OBS_IMAGE_1/frame_000013.jpg,109.43067169189453,39.728023529052734,44.99931335449219,1.4385223388671875,-88.95561218261719,191.39419555664062,206.1208038330078,-336.1159362792969,262.6815185546875,176.4460906982422,-1.7786418199539185,8.12662124633789,0,0,7
14,1778667652.4135704,OBS_IMAGE_1/frame_000014.jpg,109.43338012695312,39.90716552734375,44.96797180175781,1.322479248046875,-88.96041870117188,191.39488220214844,206.28309631347656,-336.5386962890625,261.83355712890625,176.47633361816406,-1.7677562236785889,8.127386093139648,0,0,7
15,1778667652.4708261,OBS_IMAGE_1/frame_000015.jpg,109.4417495727539,40.25300216674805,44.905643463134766,1.0649871826171875,-88.95767211914062,191.39694213867188,206.63934326171875,-337.36859130859375,260.2625427246094,176.50245666503906,-1.7654683589935303,8.133076667785645,0,0,7
16,1778667652.5278795,OBS_IMAGE_1/frame_000016.jpg,109.45063781738281,40.7224006652832,44.82070541381836,0.70037841796875,-88.95904541015625,191.39968872070312,207.10401916503906,-338.5090637207031,258.15057373046875,176.52174377441406,-1.7603983879089355,8.138545036315918,0,0,7
17,1778667652.585778,OBS_IMAGE_1/frame_000017.jpg,109.46288299560547,41.332130432128906,44.710445404052734,0.230712890625,-88.95973205566406,191.4044952392578,207.704345703125,-339.96136474609375,255.384521484375,176.55099487304688,-1.754169225692749,8.145051956176758,0,0,7
18,1778667652.6430771,OBS_IMAGE_1/frame_000018.jpg,109.47789001464844,42.08478927612305,44.57560729980469,-0.3714752197265625,-88.95767211914062,191.41136169433594,208.44464111328125,-341.7408752441406,251.98219299316406,176.5669403076172,-1.7535287141799927,8.152850151062012,0,0,7
19,1778667652.7005765,OBS_IMAGE_1/frame_000019.jpg,109.4969711303711,43.04418182373047,44.402313232421875,-1.1199188232421875,-88.95904541015625,191.4264678955078,209.35870361328125,-343.9366455078125,247.5800323486328,176.6040802001953,-1.7456846237182617,8.1556396484375,0,0,7
20,1778667652.758025,OBS_IMAGE_1/frame_000020.jpg,109.519287109375,44.16855239868164,44.20085906982422,-2.06817626953125,-88.95286560058594,191.44775390625,210.43772888183594,-346.4986877441406,242.49317932128906,176.58108520507812,-1.7579832077026367,8.157814025878906,0,0,7
21,1778667652.8156252,OBS_IMAGE_1/frame_000021.jpg,109.54324340820312,45.36239242553711,43.98549270629883,-3.0081939697265625,-88.9617919921875,191.47865295410156,211.5117950439453,-349.0606994628906,236.91734313964844,176.61798095703125,-1.743497371673584,8.14924144744873,0,0,7
22,1778667652.8737204,OBS_IMAGE_1/frame_000022.jpg,109.57095336914062,46.79182434082031,43.728939056396484,-4.163818359375,-88.97209167480469,191.5081787109375,212.75936889648438,-352.0301208496094,230.21401977539062,176.63375854492188,-1.7317463159561157,8.146355628967285,0,0,7
23,1778667652.931383,OBS_IMAGE_1/frame_000023.jpg,109.59784698486328,48.104679107666016,43.492671966552734,-5.3057098388671875,-88.95492553710938,191.53289794921875,213.931884765625,-354.6972961425781,224.13833618164062,176.57388305664062,-1.7629492282867432,8.15151309967041,0,0,7
24,1778667652.9885287,OBS_IMAGE_1/frame_000024.jpg,109.62773132324219,49.620479583740234,43.22041702270508,-6.5032196044921875,-88.97071838378906,191.56997680664062,215.14161682128906,-357.5160827636719,216.81777954101562,176.6170196533203,-1.7405534982681274,8.142068862915039,0,0,7
25,1778667653.0462706,OBS_IMAGE_1/frame_000025.jpg,109.65392303466797,50.95140838623047,42.980464935302734,-7.557220458984375,-88.98170471191406,191.59469604492188,216.1617431640625,-359.856201171875,210.331298828125,176.65182495117188,-1.7238893508911133,8.141840934753418,0,0,7
26,1778667653.1033628,OBS_IMAGE_1/frame_000026.jpg,109.67723083496094,52.145267486572266,42.76622009277344,-8.441619873046875,-88.98719787597656,191.6228485107422,217.02017211914062,-361.7791442871094,204.34500122070312,176.74490356445312,-1.7011114358901978,8.133935928344727,0,0,7
27,1778667653.1605961,OBS_IMAGE_1/frame_000027.jpg,109.69957733154297,53.26982879638672,42.56355667114258,-9.393997192382812,-88.97895812988281,191.6455078125,217.85830688476562,-363.6117858886719,198.8868865966797,176.7173614501953,-1.7165652513504028,8.134993553161621,0,0,7
28,1778667653.217823,OBS_IMAGE_1/frame_000028.jpg,109.71764373779297,54.172401428222656,42.4012451171875,-10.1239013671875,-88.97140502929688,191.6681671142578,218.4967498779297,-364.9773254394531,194.41287231445312,176.7296905517578,-1.7231677770614624,8.130550384521484,0,0,7
29,1778667653.2754285,OBS_IMAGE_1/frame_000029.jpg,109.73375701904297,54.981842041015625,42.255252838134766,-10.842819213867188,-88.96728515625,191.68258666992188,219.072021484375,-366.2186584472656,190.49969482421875,176.6765899658203,-1.7391722202301025,8.134135246276855,0,0,7
30,1778667653.333187,OBS_IMAGE_1/frame_000030.jpg,109.74590301513672,55.58980178833008,42.14570236206055,-11.386642456054688,-88.97346496582031,191.69837951660156,219.4840545654297,-367.1259460449219,187.5544891357422,176.63133239746094,-1.7431899309158325,8.131509780883789,0,0,7
31,1778667653.3929179,OBS_IMAGE_1/frame_000031.jpg,109.75506591796875,56.06193542480469,42.06148910522461,-11.84051513671875,-88.98101806640625,191.70936584472656,219.80374145507812,-367.8447570800781,185.31407165527344,176.5655059814453,-1.749741792678833,8.1312255859375,0,0,7
32,1778667653.4478745,OBS_IMAGE_1/frame_000032.jpg,109.76203155517578,56.405982971191406,41.999114990234375,-12.1234130859375,-88.97621154785156,191.7162322998047,220.0294647216797,-368.3045349121094,183.59454345703125,176.56549072265625,-1.75509774684906,8.1316556930542,0,0,7
33,1778667653.505399,OBS_IMAGE_1/frame_000033.jpg,109.76575469970703,56.58232116699219,41.96778106689453,-12.297134399414062,-88.97552490234375,191.71966552734375,220.1532440185547,-368.5655517578125,182.76181030273438,176.53759765625,-1.7617652416229248,8.132856369018555,0,0,7
34,1778667653.5630796,OBS_IMAGE_1/frame_000034.jpg,109.76690673828125,56.63725280761719,41.957515716552734,-12.383651733398438,-88.98033142089844,191.72103881835938,220.1980743408203,-368.68255615234375,182.56402587890625,176.4956512451172,-1.7655900716781616,8.133609771728516,0,0,7
35,1778667653.6198134,OBS_IMAGE_1/frame_000035.jpg,109.76708984375,56.63966751098633,41.95682907104492,-12.418670654296875,-88.97758483886719,191.7285919189453,220.21592712402344,-368.7184143066406,182.61390686035156,176.4638214111328,-1.7754530906677246,8.127424240112305,0,0,7
36,1778667653.677319,OBS_IMAGE_1/frame_000036.jpg,109.76712036132812,56.63966751098633,41.95676803588867,-12.416610717773438,-88.98239135742188,191.72653198242188,220.20989990234375,-368.71826171875,182.61029052734375,176.46475219726562,-1.7702256441116333,8.129157066345215,0,0,7
37,1778667653.7346754,OBS_IMAGE_1/frame_000037.jpg,109.76708221435547,56.63960647583008,41.95677947998047,-12.4200439453125,-88.98101806640625,191.72996520996094,220.21249389648438,-368.7213134765625,182.61703491210938,176.4617156982422,-1.7724817991256714,8.125883102416992,0,0,7
38,1778667653.7936268,OBS_IMAGE_1/frame_000038.jpg,109.7670669555664,56.6395263671875,41.95681381225586,-12.421417236328125,-88.98170471191406,191.7272186279297,220.2121124267578,-368.7229919433594,182.61997985839844,176.46009826660156,-1.771927833557129,8.12861442565918,0,0,5
39,1778667653.8502192,OBS_IMAGE_1/frame_000039.jpg,109.76701354980469,56.63939666748047,41.95687484741211,-12.419357299804688,-88.98445129394531,191.72927856445312,220.20782470703125,-368.7220764160156,182.61680603027344,176.46156311035156,-1.7689690589904785,8.126276016235352,0,0,5
40,1778667653.907438,OBS_IMAGE_1/frame_000040.jpg,109.76702117919922,56.63926696777344,41.95690155029297,-12.417984008789062,-88.978271484375,191.72996520996094,220.21437072753906,-368.718017578125,182.615234375,176.46408081054688,-1.774794101715088,8.125932693481445,0,0,5
41,1778667653.9651916,OBS_IMAGE_1/frame_000041.jpg,109.7669448852539,56.639156341552734,41.95697784423828,-12.422103881835938,-88.97621154785156,191.7279052734375,220.21771240234375,-368.7215576171875,182.62332153320312,176.46035766601562,-1.7775181531906128,8.128165245056152,0,0,5
42,1778667654.0222912,OBS_IMAGE_1/frame_000042.jpg,109.76698303222656,56.639068603515625,41.95701217651367,-12.423477172851562,-88.98239135742188,191.73133850097656,220.21136474609375,-368.7253112792969,182.62620544433594,176.45782470703125,-1.7719790935516357,8.12444019317627,0,0,5
43,1778667654.0806625,OBS_IMAGE_1/frame_000043.jpg,109.76692962646484,56.6389274597168,41.95703125,-12.419357299804688,-88.98033142089844,191.72996520996094,220.21182250976562,-368.7203674316406,182.61962890625,176.4621124267578,-1.7731006145477295,8.125761032104492,0,0,5
